epoch;acc;f1;loss;val_acc;val_f1;val_loss
0;0.56578255;0.5169297;0.770113598655444;0.5984127;0.5096024;0.676847793161869
0;0.57553136;0.4763971;0.7775215422690449;0.6;0.5450239;0.6969552837312222
1;0.5974003;0.46525615;0.722065325342832;0.6142857;0.50605226;0.653520617634058
2;0.6170736;0.4891018;0.692212325783704;0.63174605;0.4883592;0.6327616430819034
3;0.62954503;0.4840471;0.6756055107251551;0.6365079;0.58606714;0.6666744522750377
4;0.63051116;0.49490348;0.6618688576422068;0.63174605;0.58671105;0.6383281722664833
5;0.6442122;0.51951563;0.6436120808679442;0.62539685;0.4716173;0.6285828940570355
6;0.6508871;0.5293912;0.6292707180696276;0.64285713;0.4018646;0.6285832487046719
7;0.6668716;0.5451907;0.6146864826244104;0.63492066;0.55557257;0.6097167238593102
8;0.67258036;0.56562394;0.6028488764292993;0.61587304;0.5501428;0.6418679349124432
9;0.6782891;0.57532704;0.5959567863598202;0.6698413;0.5813905;0.5960893295705318
10;0.6782891;0.57940453;0.5944248233510722;0.64444447;0.62502503;0.6341602094471455
11;0.69304407;0.59178704;0.5739484524477686;0.61587304;0.62040985;0.6657267645001411
12;0.6937467;0.6012357;0.5770945419394947;0.5873016;0.61488754;0.6938411235809326
13;0.7058669;0.62077224;0.5616657592836508;0.6142857;0.6248588;0.6664673238992691
14;0.7077991;0.618262;0.5544112507098801;0.6634921;0.53157574;0.580698836222291
15;0.7061303;0.62253296;0.5550261715918795;0.64285713;0.61276186;0.622787556797266
16;0.7168453;0.63783777;0.5444493333599845;0.6873016;0.6346523;0.5919874235987663
17;0.7206218;0.6459493;0.5416971150148989;0.6730159;0.59128284;0.590346311032772
18;0.7231688;0.6483874;0.5381460202173716;0.6571429;0.6522001;0.6446946308016777
19;0.72395927;0.65078706;0.5280043922721994;0.67460316;0.6487169;0.6063555136322976
20;0.7321272;0.6642394;0.5216477046202591;0.65238094;0.64713246;0.63560920804739
21;0.73748463;0.669669;0.5185828958928386;0.6873016;0.6081563;0.5557016380131244
22;0.73660636;0.6703231;0.5119694852774537;0.6984127;0.66033596;0.5794489726424217
23;0.7380994;0.6727022;0.5095320212261006;0.6539683;0.65722024;0.6576296664774418
24;0.7392412;0.67616117;0.5054117474261977;0.6793651;0.5547565;0.5875532250851393
25;0.7478482;0.6861924;0.49534634339375966;0.7;0.6465696;0.5800426065921783
26;0.74951696;0.6904402;0.49350949247126713;0.6873016;0.6217617;0.583973303437233
27;0.754084;0.69608617;0.48858108408271417;0.6634921;0.6466692;0.6268783010542393
28;0.7553135;0.69960487;0.49006609912080296;0.684127;0.6688949;0.6253502450883388
29;0.75118566;0.6952662;0.48738066501092264;0.66190475;0.6373996;0.6174005851149559
30;0.76058316;0.7050632;0.4791585471348249;0.684127;0.6556559;0.6061854057013989
31;0.76418406;0.70935;0.48075806824452805;0.6761905;0.6068328;0.577275063097477
32;0.76304233;0.7079269;0.4736439401312325;0.6888889;0.6608983;0.596695962548256
33;0.7686633;0.71679056;0.4658850523943058;0.67460316;0.58402693;0.5993219874799252
34;0.770332;0.7233259;0.461917235261628;0.66507936;0.6630527;0.6536959320306778
35;0.7706833;0.72224206;0.46256354485206397;0.6507937;0.49269772;0.6130027763545514
36;0.76796067;0.7180321;0.46769527444181136;0.7063492;0.66661847;0.6040272444486618
37;0.7694537;0.72359484;0.46575005571054445;0.71428573;0.65900934;0.584153551608324
38;0.775426;0.7276314;0.4557651863635455;0.6936508;0.5954505;0.5852411985397339
39;0.77445984;0.72902596;0.45569966531650014;0.6873016;0.6651032;0.6098859325051308
40;0.76954156;0.7230275;0.45811952893184943;0.7063492;0.6096486;0.5688029564917088
41;0.77797294;0.7347323;0.45350846140953815;0.66507936;0.53462464;0.6147900193929672
42;0.7827156;0.740852;0.4463475114030702;0.7126984;0.6352378;0.5807005226612091
43;0.7791147;0.7360636;0.4444412124265838;0.715873;0.6683053;0.5823032088577748
44;0.7856139;0.7421402;0.43874748748194325;0.7079365;0.65887487;0.5941014409065246
45;0.7875461;0.74815255;0.4362437316377993;0.7;0.6247498;0.5788527563214302
46;0.78772175;0.745832;0.43428795171311674;0.71746033;0.65124786;0.5573965013027191
47;0.7864044;0.74216986;0.4380530574222074;0.6698413;0.6766908;0.6615658201277256
48;0.78183734;0.7423133;0.4389801623112243;0.6206349;0.38312334;0.7726827941834926
49;0.79474795;0.7556495;0.42507895511628535;0.6968254;0.62540567;0.605300422012806
50;0.7958897;0.7568019;0.41930830938293;0.6888889;0.5938947;0.6290841408073902
51;0.7922888;0.75401664;0.42624407050774177;0.7063492;0.6867881;0.6074154801666737
52;0.78991747;0.75041753;0.4253462219141959;0.7015873;0.65191543;0.6146010920405388
53;0.7980854;0.75875163;0.42250053884274047;0.5984127;0.6408063;0.7415860779583454
54;0.7943088;0.7567017;0.41757279304676603;0.7253968;0.68580776;0.5883813366293907
55;0.7969436;0.76017433;0.41939040489236984;0.7063492;0.6401615;0.5965599834918975
56;0.80001754;0.7628213;0.41684823263493487;0.71746033;0.66142094;0.5686035305261612
57;0.79676795;0.7626808;0.4147664827955391;0.7222222;0.7002751;0.5891266945749521
58;0.7934305;0.75813746;0.4207797885338954;0.6920635;0.6091239;0.6184054464101791
59;0.79905146;0.76335984;0.41028286243142553;0.71428573;0.6603601;0.5788892686367035
60;0.8004567;0.7654949;0.41566073805507325;0.7111111;0.6267518;0.6112311154603958
61;0.796241;0.7612134;0.4150199739266715;0.71746033;0.68061006;0.6093276958912611
62;0.80379415;0.7692777;0.40725330518708797;0.7095238;0.6752466;0.592017637193203
63;0.8012471;0.76721835;0.4112987494387024;0.73015875;0.68930125;0.5830117721110583
64;0.8039698;0.7682738;0.405031182446422;0.73015875;0.6924745;0.5889555491507054
65;0.8037063;0.7698445;0.4048756981448802;0.7380952;0.677946;0.5710716426372529
66;0.8044089;0.77092135;0.4065471210662749;0.66507936;0.6732288;0.7162970259785653
67;0.8092394;0.7763136;0.40186388252197325;0.71746033;0.6650235;0.6152282066643238
68;0.80353063;0.7697593;0.40219790877304196;0.73333335;0.7020765;0.600216331332922
69;0.8131038;0.7809402;0.39385899526047286;0.61904764;0.6478378;0.74646200761199
70;0.80616546;0.7765016;0.3994817296231168;0.71746033;0.63219035;0.5829402677714824
71;0.80642897;0.7744837;0.4032935347913879;0.7111111;0.64258873;0.5706381991505622
72;0.8052872;0.77302045;0.3970342290991956;0.7349206;0.66952777;0.6298740580677986
73;0.80765855;0.7762254;0.3982173592642659;0.73333335;0.69490296;0.5732113413512707
74;0.8055507;0.77442306;0.4021264865887138;0.7253968;0.69009435;0.6060361936688423
75;0.80651677;0.7748253;0.4044970039552447;0.7253968;0.681913;0.5941281579434872
76;0.8091516;0.7797319;0.39555238023198763;0.73015875;0.68143165;0.5724357958883047
77;0.80765855;0.77680403;0.39623396683614537;0.7349206;0.6817787;0.59025287181139
78;0.8098542;0.7799378;0.3947250866605175;0.72063494;0.6503876;0.6125328995287418
79;0.809942;0.7805988;0.3895275335364343;0.7285714;0.6789997;0.5745481759309768
80;0.80695593;0.77545285;0.39461918970141036;0.731746;0.70130676;0.5750464767217636
81;0.80572635;0.77576655;0.3922408085264725;0.73333335;0.7066797;0.6027365908026695
82;0.8102933;0.7794215;0.39298345535684714;0.71428573;0.683091;0.63138020709157
83;0.8146847;0.7862331;0.3859381453236691;0.7380952;0.67971116;0.6100786216557026
84;0.81204987;0.78148097;0.3921083036110645;0.7190476;0.68810713;0.6108506098389626
85;0.8143334;0.78319144;0.38610544396100094;0.73333335;0.68458533;0.5893798630684615
86;0.81714386;0.787582;0.3851909614784027;0.7190476;0.6484705;0.6166997909545898
87;0.8224135;0.7937377;0.3814374559215224;0.715873;0.6821263;0.6288958758115768
88;0.8166169;0.78840476;0.38145022495505304;0.7222222;0.69857323;0.621802345663309
89;0.8123134;0.78267556;0.3883442802817001;0.74920636;0.71080846;0.5936998292803765
90;0.81670475;0.78662443;0.3833806828572632;0.71428573;0.6813608;0.6260107561945916
91;0.8169682;0.7880656;0.38043568893578694;0.7126984;0.6854627;0.6112693719565868
92;0.817583;0.7885167;0.37969429253610515;0.72380954;0.70140016;0.6251574188470841
93;0.8227648;0.79480016;0.3727980164522114;0.7190476;0.6670064;0.5925125062465668
94;0.81196207;0.78386146;0.385129359371315;0.73333335;0.6705762;0.619494704157114
95;0.81450903;0.7874678;0.378553378064792;0.71428573;0.67593217;0.6072274915874004
96;0.8202178;0.79253113;0.376815318349332;0.7380952;0.7085743;0.6148214407265187
97;0.8198665;0.79226744;0.3748257590391379;0.66507936;0.66785634;0.6676586426794529
98;0.8217109;0.7943878;0.37278062088950625;0.7349206;0.70307004;0.6217486962676049
99;0.8157386;0.787715;0.3790594813757949;0.74285716;0.7373108;0.5942773051559925
